message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂 [48],safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved. [49]",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch. [50]",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday. [51]",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs! [52]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026. [53],safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM. [54],safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan. [55]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT. [56]",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99. [57],safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation. [58],safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM. [59],safe,0,No,No,No,No,No,No,SMS,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥 [60]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋 [61],safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home! [62]",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂 [63],safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved. [64]",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch. [65]",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday. [66]",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs! [67]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026. [68],safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM. [69],safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan. [70]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT. [71]",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99. [72],safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation. [73],safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM. [74],safe,0,No,No,No,No,No,No,SMS,Company
"Hey man, did you see the football match last night? What a goal in stoppage time!! ⚽🔥 [75]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Thanks for inviting us over for dinner yesterday! Everything was delicious 😋 [76],safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Hey, can u lend me $20 for petrol? I will Venmo u back as soon as I get home! [77]",safe,0,Yes,Yes,No,No,No,No,WhatsApp,Individual
Happy Birthday Alex!! Hope you have a wonderful year ahead filled with happiness 🥳🎂 [78],safe,0,No,No,No,No,No,No,SMS,Individual
"Dear Valued Customer, thank you for contacting Zendesk Support. Ticket #88410 has been resolved. [79]",safe,0,No,No,No,No,No,No,Email,Company
"Dear SBI Customer, as per regulations, please update your periodic KYC by visiting your home branch. [80]",safe,0,No,No,Yes,No,No,No,SMS,Bank
"Hi Sarah, thanks for attending the interview today! We will get back to you with feedback by Friday. [81]",safe,0,No,No,No,No,No,No,Email,Company
"Don't forget to buy grocery items on ur way home from office. Need bread, milk, and eggs! [82]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your monthly broadband bill of Rs. 799 for account 9012849 is generated. Due date: 15-Aug-2026. [83],safe,0,No,Yes,No,No,No,No,SMS,Company
Confirmation: Your appointment at Passport Seva Kendra is confirmed for 12-Aug-2026 at 10:15 AM. [84],safe,0,No,No,No,No,No,No,Email,Government
"Hey bro, are we still going for hiking this Sunday morning? Let me know the plan. [85]",safe,0,No,No,No,No,No,No,WhatsApp,Individual
"Salary Credited: Your ICICI account XX4910 credited with Rs 65,000.00 via NEFT. [86]",safe,0,No,No,No,No,No,No,SMS,Bank
Your Kindle ebook purchase confirmation. Order #402-981204-123. Total: $9.99. [87],safe,0,No,No,No,No,No,No,Email,Company
Good morning team! Please review the attached slide deck before our 11 AM client presentation. [88],safe,0,No,No,No,No,No,No,WhatsApp,Individual
Your prescription from CVS Pharmacy #4821 is ready for pickup. Hours today: 8 AM - 9 PM. [89],safe,0,No,No,No,No,No,No,SMS,Company
