message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
"Bank Alert: Emergency liquidity loan of $15,000 ready for instant disbursement. Click http://bank-emergency-payout.info",Loan Scam,1,Yes,No,No,Yes,No,Yes,SMS,Bank
"You are eligible for Govt Agriculture Loan Scheme up to Rs 25,00,000. Send Aadhaar card and bank account details on WhatsApp to process.",Loan Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Government
"Claim your pre-sanctioned $18,000 personal loan before deadline at 5 PM! Click link to claim: http://sanctioned-loans-desk.club",Loan Scam,1,Yes,No,No,Yes,No,Yes,Email,Company
"Dear Applicant, your $60,000 loan requires $300 upfront insurance payment before transfer. Pay via Crypto BTC wallet address provided.",Loan Scam,1,No,Yes,No,No,No,Yes,Email,Unknown
"Unsecured personal loan up to $40,000 available at 1% interest rate. Direct credit to bank in 1 hour. Apply now: http://unsecured-express-loans.net",Loan Scam,1,No,No,No,Yes,No,Yes,SMS,Company
ALERT: Your loan pre-approval status will be CANCELED unless you verify your identity with your bank password within 15 minutes!,Loan Scam,1,Yes,No,Yes,No,Yes,No,SMS,Bank
Congrats! Axis Bank approved Rs 12 Lakhs home loan at zero processing fee. Send your PAN card and 6-digit OTP to claim instantly.,Loan Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Bank
"CONGRATS! Your phone number won $750,000 in the 2026 International Mobile Mega Millions Promo! Claim your check now at http://bit.ly/claim-mega-2026",Lottery Reward Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Dear Lucky Winner, your email ID has selected for $1,000,000 cash prize in UK National Lottery. Contact agent Mr. David via email to process payment.",Lottery Reward Scam,1,No,No,No,No,No,Yes,Email,Unknown
"URGENT NOTICE: You have 24 hours left to claim your $50,000 Amazon Sweepstakes prize or it will be forfeited to next winner! Click https://amzn-prize-claim.com/win",Lottery Reward Scam,1,Yes,No,No,Yes,Yes,Yes,SMS,Company
"Congratulations! You won the RBI Diwali Lucky Draw of Rs. 25,00,000. To release funds, please send your bank account number and OTP sent to your phone.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Government
"Hey friend! U won 10,000 USD in our customer appreciation lottery. Reply with your full name, address, and credit card CVV to clear processing fees.",Lottery Reward Scam,1,No,Yes,Yes,No,No,Yes,SMS,Individual
"OFFICIAL NOTIFICATION: You are selected for the $5,000,000 Dubai Duty Free Raffle. Fill form at http://dubaidutyfree-rewards.org to receive wire transfer.",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,Email,Company
Yo! u won $500 gift voucher from Walmart lucky draw 🎉 claim here before midnight http://walmart-win-gift.xyz,Lottery Reward Scam,1,Yes,No,No,Yes,No,Yes,SMS,Unknown
"Dear Customer, SBI Cash Bonanza selected your SIM for 50 Lakh rupees. Call official manager Sharma Ji immediately at +919876543210 to collect.",Lottery Reward Scam,1,Yes,No,No,No,No,Yes,WhatsApp,Bank
"Final Warning: Your unclaimed lottery prize worth $250,000 will expire today at 5 PM! Pay $100 processing tax via Apple Gift Card now.",Lottery Reward Scam,1,Yes,Yes,No,No,Yes,Yes,Email,Company
"Congratulations from WhatsApp Lottery Team! You won £500,000. Send your ID proof and bank account details to claim your money today.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Company
"You have been awarded 1,000,000 EUR in EuroMillions Foundation. Reply YES to get instructions.",Lottery Reward Scam,1,No,No,No,No,No,Yes,SMS,Unknown
"GREETINGS! You won $10,000 Cash Prize in Toyota Annual Giveaway 🚗💨 Click link to confirm identity: https://toyota-giveaway-claim.net",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Alert: Your jackpot winning of $2,000,000 is pending verification. Please provide your online banking password and SSN to complete KYC process.",Lottery Reward Scam,1,Yes,No,Yes,No,No,Yes,Email,Unknown
"Congrats!! u r selected for Coca-Cola Summer Jackpot 🎊 Win $50,000 instant. Register account here http://coca-cola-promo.site/win",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,WhatsApp,Company
Your Mobile No won Rs 10 Lakhs in KBC Lucky Draw 2026. Send copy of your Aadhaar card and PAN card to WhatsApp number +918889991122 to verify.,Lottery Reward Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Company
"Claim your $1,000 PayPal Cash Reward now! Limited slots available for first 50 respondents. Visit http://paypal-rewards-claim.info",Lottery Reward Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Dear Beneficiary, UN Grant Lottery program has approved $500,000 for you. To proceed, wire $250 clearance fee to our representative in Ghana.",Lottery Reward Scam,1,No,Yes,No,No,No,Yes,Email,Government
You won brand new iPhone 16 Pro Max in Apple Annual Raffle! 📱 Pay shipping charge of $9.99 at http://apple-claim-store.tech to dispatch today.,Lottery Reward Scam,1,No,Yes,No,Yes,No,Yes,SMS,Company
"URGENT: Prize money $1,500,000 will be returned to treasury if not claimed within 2 hours. Click http://claim-lottery-now.com immediately!!",Lottery Reward Scam,1,Yes,No,No,Yes,Yes,Yes,SMS,Unknown
"Congratulations! You won 2nd prize in Shell Gas Scratch & Win. To receive $25,000 direct deposit, share your bank account details and debit card PIN.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Company
"Sir/Madam, your phone number won $850,000 in Chevrolet Mega Draw. Kindly reply with your full name, age, occupation and mobile number.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Company
"Win notification: You have 1 unread reward of $5,000 from Target Sweepstakes. Claim here: http://target-rewards-online.club",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"Hurry!! Last chance to collect your $100,000 lottery cash prize! Deposit $50 registration fee via CashApp to tag $LotteryWinner2026.",Lottery Reward Scam,1,Yes,Yes,No,No,No,Yes,WhatsApp,Individual
"Your lucky number 7741 won £250,000 in UK Postcode Lottery. Text WIN to 88442 to get your check.",Lottery Reward Scam,1,No,No,No,No,No,Yes,SMS,Unknown
"Dear Customer, HDFC Bank Cash Draw awarded you Rs 5,00,000. Send OTP received on your mobile to transfer funds to your account immediately.",Lottery Reward Scam,1,Yes,No,Yes,No,No,Yes,SMS,Bank
"Woohoo! You are today's random winner of $2,500 Visa Gift Card 🎉🎁 Click http://visa-gift-claim.xyz to grab yours!",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"ATTENTION: You won $4,000,000 in International Email Lottery. To receive payment via DHL delivery, reply with home address and passport copy.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Unknown
"You won! McDonald's Monopoly $10,000 cash reward is waiting for you. Verify account at http://mcdonalds-monopoly-win.org",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Company
"WARNING: Failure to pay $150 legal clearance tax within 12 hours will cancel your $500,000 Powerball prize! Pay via Crypto now.",Lottery Reward Scam,1,Yes,Yes,No,No,Yes,Yes,Email,Unknown
"Hello! I am agent Sarah from Publishers Clearing House. You won $1,000,000 plus a brand new car! Call me now at +1-800-555-0199.",Lottery Reward Scam,1,No,No,No,No,No,Yes,WhatsApp,Individual
"Congrats, your SIM was chosen in Jio Dhan Dhana Dhan offer for Rs 25 Lakh. Fill details & pay Rs 2500 processing fee: http://jio-dhan-draw.com",Lottery Reward Scam,1,No,Yes,Yes,Yes,No,Yes,WhatsApp,Company
"Your ticket #99281 won $100,000 in Spanish El Gordo Lottery! Contact claim desk at claims@elgordo-official-agent.net",Lottery Reward Scam,1,No,No,No,No,No,Yes,Email,Unknown
"FINAL NOTICE: Claim your $50,000 eBay Holiday Giveaway prize before midnight or funds will be permanently revoked!",Lottery Reward Scam,1,Yes,No,No,No,Yes,Yes,Email,Company
"You have won $75,000 in Samsung Global Tech Draw. Please send your mother's maiden name and bank credit card number to verify identity.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,WhatsApp,Company
Great news! You won $300 Starbucks gift card. Click link to redeem instant voucher http://starbucks-free-card.site,Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Company
IMPORTANT: Federal Lottery Commission selected your address for $1.2M grant. Pay $500 transfer fee via Western Union today.,Lottery Reward Scam,1,Yes,Yes,No,No,No,Yes,Email,Government
"Lucky Winner! U won $20,000 in Crypto Airdrop Jackpot 🚀 Claim token now at http://crypto-jackpot-airdrop.io",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,WhatsApp,Unknown
"You are selected for $100,000 Cash App Sweepstakes! Send $25 verification deposit to $VerifyCashApp to unlock payout.",Lottery Reward Scam,1,No,Yes,No,No,No,Yes,SMS,Company
"Congratulations! Google Anniversary Promo award you $500,000. Send email to google-winner-dept@consultant.com with your full contact info.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Company
"Urgent! $10,000 prize in Netflix Subscriber Draw expires in 30 mins! Confirm account password at http://netflix-prize-login.com",Lottery Reward Scam,1,Yes,No,Yes,Yes,Yes,Yes,SMS,Company
"Dear Winner, Commonwealth Foundation approved $350,000 award for you. Reply with bank account number and bank IFSC code for remittance.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Government
"You won $1,000,000 in Mega Millions! To process claim, send $200 processing fee to our claims manager via Zelle.",Lottery Reward Scam,1,No,Yes,No,No,No,Yes,SMS,Unknown
Hey! Your entry in Tesla Model 3 Lucky Draw won 1st prize 🚗⚡ Click http://tesla-draw-winner.org to schedule delivery.,Lottery Reward Scam,1,No,No,No,Yes,No,Yes,WhatsApp,Company
"LAST CHANCE: Your $500,000 sweepstakes reward will be permanently deleted in 1 HOUR. Redeem instantly at http://sweepstakes-quick-claim.net",Lottery Reward Scam,1,Yes,No,No,Yes,Yes,Yes,SMS,Unknown
"Congratulations! Your email won $650,000 in Australian Overseas Lottery. To transfer winnings, send copy of driving license and utility bill.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Unknown
"You got 1 free spin bonus & won $5,000 cash reward 🎰 Cash out now at http://casino-win-bonus.top",Lottery Reward Scam,1,No,No,No,Yes,No,Yes,SMS,Unknown
"Paytm Cash Reward: You won Rs. 50,000 scratch card bonus! Enter Paytm UPI PIN at http://paytm-scratch-reward.in to receive money in account.",Lottery Reward Scam,1,No,No,Yes,Yes,No,Yes,SMS,Company
"ALERT: Unclaimed jackpot of $2,200,000 detected for your IP address. Contact officer Mark on WhatsApp +1-202-555-0143 immediately.",Lottery Reward Scam,1,Yes,No,No,No,No,Yes,WhatsApp,Individual
"Dear Citizen, Government Tax-Free Lottery has awarded you $100,000. Send your bank card number, expiry date, and CVV to claim.",Lottery Reward Scam,1,No,No,Yes,No,No,Yes,Email,Government
"You won $10,000 Nike Shoe Raffle! 👟 Pay $15 customs fee at http://nike-raffle-winner.com to dispatch your prize package today.",Lottery Reward Scam,1,Yes,Yes,No,Yes,No,Yes,SMS,Company
Your ICICI Bank verification code is 104843. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 802416 to complete your login attempt at Bank of America. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for Citi account access is 785747. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for Slack sign-in is 828555.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 944644 as your security pin to authorize transaction on Uber. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for ICICI Bank portal is 482678. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,SMS,Bank
Your GitHub verification code is 562524. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 903940 to complete your login attempt at GitHub. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Bank of America account access is 139840. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for Slack sign-in is 226049.,Safe,0,No,No,Yes,No,No,No,Email,Company
Use 890705 as your security pin to authorize transaction on Google. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for SBI portal is 351032. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your Apple verification code is 534896. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 537228 to complete your login attempt at Wells Fargo. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Security Alert: Your one-time passcode for GitHub account access is 986567. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
Hi! Your 6-digit verification code for Google sign-in is 507030.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 577010 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
"Your single-use password for Microsoft portal is 720220. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your ICICI Bank verification code is 308162. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 644267 to complete your login attempt at Google. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Uber account access is 175682. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for Bank of America sign-in is 473782.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 893270 as your security pin to authorize transaction on Amazon. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Amazon portal is 410535. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your Chase verification code is 124324. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Use OTP 535124 to complete your login attempt at HDFC Bank. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Security Alert: Your one-time passcode for Bank of America account access is 678411. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for ICICI Bank sign-in is 940447.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 260576 as your security pin to authorize transaction on LinkedIn. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Slack portal is 950217. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your HDFC Bank verification code is 242611. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 912011 to complete your login attempt at WhatsApp. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for GitHub account access is 780295. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for Microsoft sign-in is 335973.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 997542 as your security pin to authorize transaction on WhatsApp. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Axis Bank portal is 529645. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,SMS,Bank
Your Uber verification code is 696989. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 256680 to complete your login attempt at Amazon. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Company
Security Alert: Your one-time passcode for HDFC Bank account access is 479343. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for Chase sign-in is 589485.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 542730 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for Slack portal is 641592. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your HDFC Bank verification code is 717924. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Use OTP 615334 to complete your login attempt at Chase. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for Axis Bank account access is 442126. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for Amazon sign-in is 531282.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 616852 as your security pin to authorize transaction on ICICI Bank. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for Amazon portal is 595407. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,SMS,Company
Your SBI verification code is 121879. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 420395 to complete your login attempt at Slack. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Company
Security Alert: Your one-time passcode for Bank of America account access is 471782. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for HDFC Bank sign-in is 106693.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Use 451851 as your security pin to authorize transaction on Apple. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for LinkedIn portal is 891265. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your Citi verification code is 163262. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 552500 to complete your login attempt at ICICI Bank. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for Google account access is 876773. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
Hi! Your 6-digit verification code for Amazon sign-in is 415055.,Safe,0,No,No,Yes,No,No,No,Email,Company
Use 758912 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
"Your single-use password for HDFC Bank portal is 589203. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your Apple verification code is 202393. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
Use OTP 824121 to complete your login attempt at GitHub. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Citi account access is 439098. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for Amazon sign-in is 516834.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 743049 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for HDFC Bank portal is 963371. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your Axis Bank verification code is 441105. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 949608 to complete your login attempt at PayPal. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Chase account access is 630114. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for HDFC Bank sign-in is 994217.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Use 651507 as your security pin to authorize transaction on LinkedIn. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Citi portal is 665395. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your LinkedIn verification code is 185169. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
Use OTP 396637 to complete your login attempt at Wells Fargo. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Bank
Security Alert: Your one-time passcode for PayPal account access is 967077. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for WhatsApp sign-in is 290641.,Safe,0,No,No,Yes,No,No,No,Email,Company
Use 333397 as your security pin to authorize transaction on Uber. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Microsoft portal is 172049. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Company
Your Wells Fargo verification code is 854710. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 598107 to complete your login attempt at Apple. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Bank of America account access is 971009. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for LinkedIn sign-in is 989136.,Safe,0,No,No,Yes,No,No,No,SMS,Company
Use 128133 as your security pin to authorize transaction on PayPal. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for SBI portal is 890823. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your LinkedIn verification code is 650518. Do not share this code with anyone for security reasons.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 778190 to complete your login attempt at Citi. Valid for 5 minutes.,Safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for SBI account access is 417995. Never give this code to callers.,Safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for GitHub sign-in is 865289.,Safe,0,No,No,Yes,No,No,No,Email,Company
Use 876479 as your security pin to authorize transaction on WhatsApp. Expires in 10 mins.,Safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Chase portal is 449492. If you did not request this, please change your password.",Safe,0,No,No,Yes,No,No,No,Email,Bank
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders,Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account,Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements,Safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal,Safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn,Safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491,Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive,Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account,Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips,Safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders,Safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in,Safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support,Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications,Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity,Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders,Safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders,Safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Netflix is ready for download: https://www.netflix.com/account,Safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Chase Bank. Please read full details here: https://www.chase.com/statements,Safe,0,No,No,No,No,No,No,SMS,Bank
Your recent order with Income Tax Dept has been dispatched! Track your package live at https://www.incometax.gov.in/portal,Safe,0,Yes,No,No,No,No,No,Email,Government
Your monthly account summary from Coursera is now ready for view: https://www.coursera.org/learn,Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Zoom account was recorded. Review activity: https://www.zoom.us/j/98120491,Safe,0,No,No,No,No,No,No,Email,Company
Reminder from Google Workspace: Your subscription renewal is coming up soon. Manage preferences at https://www.google.com/drive,Safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Spotify is ready for download: https://www.spotify.com/us/account,Safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Uber. Please read full details here: https://www.uber.com/trips,Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Swiggy has been dispatched! Track your package live at https://www.swiggy.com/orders,Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Transport Ministry is now ready for view: https://www.parivahan.gov.in,Safe,0,No,No,No,No,No,No,SMS,Government
Security Notice: New login to your Apple account was recorded. Review activity: https://www.apple.com/support,Safe,0,No,No,No,No,No,No,Email,Company
Reminder from GitHub: Your subscription renewal is coming up soon. Manage preferences at https://www.github.com/notifications,Safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from PayPal is ready for download: https://www.paypal.com/activity,Safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Nike Store. Please read full details here: https://www.store.nike.com/orders,Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders (Ref #1121),Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account (Ref #1122),Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements (Ref #1123),Safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal (Ref #1124),Safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn (Ref #1125),Safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491 (Ref #1126),Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive (Ref #1127),Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account (Ref #1128),Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips (Ref #1129),Safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders (Ref #1130),Safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in (Ref #1131),Safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support (Ref #1132),Safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications (Ref #1133),Safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity (Ref #1134),Safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders (Ref #1135),Safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders (Ref #1136),Safe,0,Yes,No,No,No,No,No,SMS,Company
